The Input Data to the Controller and Out From Carla
x, y, yaw,v,t
-72.420525,-459.032654,0.042515,13.400644,89.776000
-71.976913,-459.024628,0.026250,13.327166,89.809000
-71.535172,-459.017853,0.011789,13.270534,89.842000
-71.095238,-459.016052,-0.001517,13.210184,89.875000
-70.656807,-459.013031,-0.010372,13.156971,89.908000
-70.220169,-459.016815,-0.018756,13.102924,89.941000
-69.784912,-459.021942,-0.025126,13.059000,89.974000
-69.351173,-459.033051,-0.031974,13.016105,90.007000
-68.918907,-459.049957,-0.040407,12.980564,90.040000
-68.488342,-459.074524,-0.051602,12.940824,90.073000
-68.058952,-459.104004,-0.064235,12.919658,90.106000
-67.631042,-459.141205,-0.079066,12.892611,90.139000
-67.203476,-459.180573,-0.092840,12.891414,90.172000
-66.775269,-459.215759,-0.100410,12.886675,90.205000
-66.347427,-459.256317,-0.106365,12.890466,90.238000
-65.919426,-459.299133,-0.110883,12.901111,90.271000
-65.491913,-459.347717,-0.116428,12.905202,90.304000
-65.065498,-459.403748,-0.125079,12.904192,90.337000
-64.640800,-459.467896,-0.137609,12.889715,90.370000
-64.217331,-459.538086,-0.152632,12.889309,90.403000
-63.795868,-459.616425,-0.170407,12.872895,90.436000
-63.374920,-459.697754,-0.187471,12.880322,90.469000
-62.955132,-459.784546,-0.203755,12.875112,90.502000
-62.535053,-459.870758,-0.215732,12.874156,90.535000
-62.116722,-459.963440,-0.226603,12.861823,90.568000
-61.698681,-460.056427,-0.234242,12.852031,90.601000
-61.280418,-460.146973,-0.236588,12.832397,90.634000
-60.864483,-460.243652,-0.239105,12.808175,90.667000
-60.451714,-460.347870,-0.245148,12.775057,90.700000
-60.042587,-460.459473,-0.255411,12.728128,90.733000
-59.637459,-460.578583,-0.269905,12.679400,90.766000
-59.237103,-460.706055,-0.288576,12.618356,90.799000
-58.840054,-460.838867,-0.308956,12.583435,90.832000
-58.446873,-460.978668,-0.330565,12.540700,90.865000
-58.054680,-461.119354,-0.349095,12.521181,90.898000
-57.664387,-461.263672,-0.364437,12.497358,90.931000
-57.274067,-461.406952,-0.374147,12.475453,90.964000
-56.887032,-461.556641,-0.382592,12.450906,90.997000
-56.501972,-461.709808,-0.390132,12.434940,91.030000
-56.116577,-461.861328,-0.393712,12.418961,91.063000
-55.734768,-462.019531,-0.398471,12.395635,91.096000
-55.357357,-462.185181,-0.407101,12.369112,91.129000
-54.984688,-462.358154,-0.419999,12.332437,91.162000
-54.616692,-462.538116,-0.436731,12.302519,91.195000
-54.254299,-462.725922,-0.457211,12.261419,91.228000
-53.895302,-462.918732,-0.478865,12.252569,91.261000
-53.540337,-463.117950,-0.501015,12.235236,91.294000
-53.185772,-463.318298,-0.519691,12.240157,91.327000
-52.833149,-463.522491,-0.535032,12.238874,91.360000
-52.480022,-463.726440,-0.544976,12.237505,91.393000
-52.130955,-463.936646,-0.553868,12.228247,91.426000
-51.784355,-464.150665,-0.562228,12.226562,91.459000
-51.436794,-464.363220,-0.566602,12.220858,91.492000
-51.093769,-464.581818,-0.572032,12.202852,91.525000
-50.756275,-464.807007,-0.581148,12.178564,91.558000
-50.424774,-465.038544,-0.594378,12.140401,91.591000
-50.099228,-465.275970,-0.611320,12.105584,91.624000
-49.780769,-465.520111,-0.631926,12.056986,91.657000
-49.466778,-465.768311,-0.653638,12.037116,91.690000
-49.158195,-466.021820,-0.675844,12.007440,91.723000
-48.850491,-466.276031,-0.694526,11.998651,91.756000
-48.545628,-466.533264,-0.709807,11.982629,91.789000
-48.240398,-466.789825,-0.719558,11.966516,91.822000
-47.940510,-467.051422,-0.728205,11.943287,91.855000
-47.644066,-467.316071,-0.736419,11.927045,91.888000
-47.352982,-467.585236,-0.745921,11.900128,91.921000
-47.067863,-467.859100,-0.757891,11.871671,91.954000
-46.789848,-468.138184,-0.773050,11.830636,91.987000
-46.516815,-468.420685,-0.789803,11.806671,92.020000
-46.242733,-468.701904,-0.802661,11.794557,92.053000
-45.973812,-468.987152,-0.814706,11.770892,92.086000
-45.705524,-469.272491,-0.823864,11.758315,92.119000
-45.441917,-469.561432,-0.832722,11.739176,92.152000
-45.183430,-469.854126,-0.842877,11.722431,92.185000
-44.931511,-470.151276,-0.855594,11.695993,92.218000
-44.684574,-470.451813,-0.870098,11.684021,92.251000
-44.444565,-470.757019,-0.887065,11.661880,92.284000
-44.207146,-471.064331,-0.903600,11.670912,92.317000
-43.974834,-471.375732,-0.920208,11.672163,92.350000
-43.742546,-471.688202,-0.933785,11.696588,92.383000
-43.513676,-472.004333,-0.945667,11.719550,92.416000
-43.284843,-472.322113,-0.954619,11.757216,92.449000
-43.060146,-472.644287,-0.963320,11.792573,92.482000
-42.838737,-472.970581,-0.972594,11.840222,92.515000
-42.622684,-473.301849,-0.983917,11.877362,92.548000
-42.409893,-473.637299,-0.996431,11.934226,92.581000
-42.202812,-473.977905,-1.011087,11.976444,92.614000
-41.996952,-474.321899,-1.025168,12.049448,92.647000
-41.795574,-474.670929,-1.039657,12.108269,92.680000
-41.593330,-475.022369,-1.051465,12.186676,92.713000
-41.394409,-475.378632,-1.062315,12.257492,92.746000
-41.194962,-475.737640,-1.070697,12.339491,92.779000
-40.999306,-476.101593,-1.079027,12.412002,92.812000
-40.806019,-476.469727,-1.087533,12.492972,92.845000
-40.609898,-476.839447,-1.092726,12.569942,92.878000
-40.418976,-477.214142,-1.099082,12.631490,92.911000
-40.230892,-477.592804,-1.106693,12.704034,92.944000
-40.047997,-477.975891,-1.116685,12.756010,92.977000
-39.868416,-478.362671,-1.128090,12.818575,93.010000
-39.694859,-478.753784,-1.141766,12.859898,93.043000
-39.522232,-479.147339,-1.154555,12.921271,93.076000
-39.354359,-479.544647,-1.167525,12.965312,93.109000
-39.185417,-479.943359,-1.177364,13.015945,93.142000
-39.020485,-480.345367,-1.186262,13.057872,93.175000
-38.855843,-480.749237,-1.192952,13.103039,93.208000
-38.695972,-481.156311,-1.199931,13.137326,93.241000
-38.539268,-481.565887,-1.207329,13.176961,93.274000
-38.388542,-481.978607,-1.216705,13.201146,93.307000
-38.240639,-482.393585,-1.226612,13.239250,93.340000
-38.098682,-482.811523,-1.238184,13.263881,93.373000
-37.957119,-483.230957,-1.248258,13.305470,93.406000
-37.820538,-483.653351,-1.258556,13.338424,93.439000
-37.683380,-484.077148,-1.266280,13.381165,93.472000
-37.550758,-484.503754,-1.273814,13.419679,93.505000
-37.419121,-484.932343,-1.280040,13.467876,93.538000
-37.292614,-485.363892,-1.287178,13.507369,93.571000
-37.168388,-485.797852,-1.294403,13.559646,93.604000
-37.049652,-486.234802,-1.303219,13.600972,93.637000
-36.932285,-486.674042,-1.311607,13.658303,93.670000
-36.820076,-487.116272,-1.321041,13.705709,93.703000
-36.707893,-487.560577,-1.328860,13.766026,93.736000
-36.600246,-488.007874,-1.336942,13.819607,93.769000
-36.492493,-488.457336,-1.343175,13.881358,93.802000
-36.389221,-488.909729,-1.349757,13.936415,93.835000
-36.287006,-489.364441,-1.355493,13.999522,93.868000
-36.189701,-489.822052,-1.362311,14.052064,93.901000
-36.093876,-490.282013,-1.368831,14.114176,93.934000
-36.003078,-490.744751,-1.376620,14.164701,93.967000
-35.912968,-491.209625,-1.383522,14.224874,94.000000
-35.827576,-491.677124,-1.391205,14.274974,94.033000
-35.742241,-492.146545,-1.397388,14.331749,94.066000
-35.661377,-492.618469,-1.404026,14.380415,94.099000
-35.580929,-493.092224,-1.409382,14.434270,94.132000
-35.498081,-493.567383,-1.411298,14.481805,94.165000
-35.420044,-494.044800,-1.413880,14.527011,94.198000
-35.344418,-494.524261,-1.417166,14.576256,94.231000
-35.274075,-495.005737,-1.422822,14.613279,94.264000
-35.206585,-495.489105,-1.429790,14.659517,94.297000
-35.144093,-495.974396,-1.438639,14.697141,94.330000
-35.081497,-496.461273,-1.446236,14.745127,94.363000
-35.022240,-496.950104,-1.453541,14.789477,94.396000
-34.962109,-497.440460,-1.458368,14.835542,94.429000
-34.905743,-497.932800,-1.462984,14.880923,94.462000
-34.849930,-498.426849,-1.466390,14.930382,94.495000
-34.798946,-498.922913,-1.470980,14.973687,94.528000
-34.754681,-499.420746,-1.478632,15.009730,94.561000
-34.712433,-499.920410,-1.486806,15.062106,94.594000
-34.673607,-500.422058,-1.495310,15.112096,94.627000
-34.633553,-500.925507,-1.501170,15.165197,94.660000
-34.595768,-501.430969,-1.505654,15.221239,94.693000
-34.557674,-501.938385,-1.507891,15.277480,94.726000
-34.523716,-502.447906,-1.510579,15.332351,94.759000
-34.491577,-502.959534,-1.513395,15.392012,94.792000
-34.464138,-503.473114,-1.517984,15.444010,94.825000
-34.438339,-503.988770,-1.522950,15.504123,94.858000
-34.416325,-504.506409,-1.528968,15.558892,94.891000
-34.394436,-505.026001,-1.533932,15.618745,94.924000
-34.375275,-505.547638,-1.538707,15.676039,94.957000
-34.355938,-506.071320,-1.541888,15.733924,94.990000
-34.339722,-506.596893,-1.545145,15.789523,95.023000
-34.324287,-507.124451,-1.547730,15.846820,95.056000
-34.312565,-507.653778,-1.551243,15.898757,95.089000
-34.302017,-508.184998,-1.554685,15.954186,95.122000
-34.294930,-508.717926,-1.559055,16.004454,95.155000
-34.288418,-509.252655,-1.562886,16.058056,95.188000
-34.284790,-509.789062,-1.567054,16.108179,95.221000
-34.281364,-510.327240,-1.570226,16.159964,95.254000
-34.280727,-510.867065,-1.573586,16.209368,95.287000
-34.280602,-511.408630,-1.576191,16.260515,95.320000
-34.283508,-511.951782,-1.579327,16.308903,95.353000
-34.290833,-512.496338,-1.584213,16.354122,95.386000
-34.299107,-513.042603,-1.588970,16.405748,95.419000
-34.309429,-513.590576,-1.593574,16.456406,95.452000
-34.319218,-514.140259,-1.596455,16.507618,95.485000
-34.330814,-514.691711,-1.598648,16.560505,95.518000
-34.342781,-515.244934,-1.599800,16.614458,95.551000
-34.357700,-515.799927,-1.601525,16.667345,95.584000
-34.374027,-516.356689,-1.603488,16.723280,95.617000
-34.393387,-516.915100,-1.606543,16.776922,95.650000
-34.416492,-517.475159,-1.611276,16.829824,95.683000
-34.440174,-518.037170,-1.615726,16.888575,95.716000
-34.465038,-518.601013,-1.619539,16.947510,95.749000
-34.489182,-519.166992,-1.621486,17.005682,95.782000
-34.514629,-519.734802,-1.622567,17.066193,95.815000
-34.540615,-520.304749,-1.622862,17.127138,95.848000
-34.569298,-520.876465,-1.623870,17.186474,95.881000
-34.599522,-521.450134,-1.625439,17.247543,95.914000
-34.632355,-522.025635,-1.628108,17.306376,95.947000
-34.668201,-522.602844,-1.632155,17.364439,95.980000
-34.704369,-523.182068,-1.635829,17.425623,96.013000
-34.741238,-523.763306,-1.638721,17.486231,96.046000
-34.777447,-524.346619,-1.639938,17.545168,96.079000
-34.814663,-524.931763,-1.640370,17.605349,96.112000
-34.852493,-525.518982,-1.640275,17.665142,96.145000
-34.892590,-526.107971,-1.640882,17.723066,96.178000
-34.935692,-526.698547,-1.643053,17.778896,96.211000
-34.979984,-527.290955,-1.645811,17.837311,96.244000
-35.025364,-527.885315,-1.648653,17.895355,96.277000
-35.070309,-528.481567,-1.650426,17.952818,96.310000
-35.115582,-529.079712,-1.651275,18.010729,96.343000
-35.162121,-529.679749,-1.651939,18.068611,96.376000
-35.209229,-530.281677,-1.652323,18.126692,96.409000
-35.257648,-530.885437,-1.652942,18.184469,96.442000
-35.306759,-531.491089,-1.653622,18.242807,96.475000
-35.357014,-532.098572,-1.654588,18.301056,96.508000
-35.408543,-532.707947,-1.655969,18.359547,96.541000
-35.460323,-533.319275,-1.657134,18.418839,96.574000
-35.512466,-533.932556,-1.657949,18.478535,96.607000
-35.564541,-534.547791,-1.658161,18.538530,96.640000
-35.617073,-535.165100,-1.658078,18.599243,96.673000
-35.670441,-535.784302,-1.658114,18.660368,96.706000
-35.724365,-536.405640,-1.658270,18.722065,96.739000
-35.778877,-537.028870,-1.658577,18.784235,96.772000
-35.833668,-537.654297,-1.658868,18.846947,96.805000
-35.888668,-538.281677,-1.659040,18.910095,96.838000
-35.943748,-538.911255,-1.659005,18.973633,96.871000
-35.998894,-539.542969,-1.658761,19.037539,96.904000
-36.054050,-540.176880,-1.658323,19.101757,96.937000
-36.109104,-540.812866,-1.657680,19.166206,96.970000
-36.164360,-541.451050,-1.657072,19.230822,97.003000
-36.219582,-542.091370,-1.656463,19.294882,97.036000
-36.274410,-542.733765,-1.655660,19.356659,97.069000
-36.329277,-543.378052,-1.654916,19.413332,97.102000
-36.383732,-544.024109,-1.654072,19.461369,97.135000
-36.438160,-544.671326,-1.653357,19.497997,97.168000
-36.491905,-545.319458,-1.652480,19.520184,97.201000
-36.544315,-545.967773,-1.651024,19.525570,97.234000
-36.596313,-546.615845,-1.649519,19.513458,97.267000
-36.647358,-547.263000,-1.647883,19.483318,97.300000
-36.696842,-547.908691,-1.645808,19.436462,97.333000
-36.746021,-548.552429,-1.644051,19.374859,97.366000
-36.794094,-549.193726,-1.642390,19.300726,97.399000
-36.841866,-549.832336,-1.641258,19.216496,97.432000
-36.888004,-550.468018,-1.639961,19.124857,97.465000
-36.931416,-551.100769,-1.637634,19.028280,97.498000
-36.973751,-551.730286,-1.635100,18.929365,97.531000
-37.014294,-552.356689,-1.632254,18.831076,97.564000
-37.052265,-552.980164,-1.628697,18.735653,97.597000
-37.089859,-553.600769,-1.625740,18.645672,97.630000
-37.125881,-554.218689,-1.623097,18.563253,97.663000
-37.161709,-554.834290,-1.621465,18.490263,97.696000
-37.195251,-555.447937,-1.619723,18.427931,97.729000
-37.224884,-556.060059,-1.616494,18.374760,97.762000
-37.252979,-556.670837,-1.612866,18.332333,97.795000
-37.278488,-557.280640,-1.608658,18.298889,97.828000
-37.303822,-557.889648,-1.605353,18.275015,97.861000
-37.326965,-558.498230,-1.602229,18.259079,97.894000
-37.346130,-559.106567,-1.597981,18.248869,97.927000
-37.364193,-559.714844,-1.594014,18.248180,97.960000
-37.379398,-560.323364,-1.589750,18.252439,97.993000
-37.394188,-560.932312,-1.586496,18.264174,98.026000
-37.405849,-561.541809,-1.583011,18.279280,98.059000
-37.412457,-562.151733,-1.577753,18.293634,98.092000
-37.417324,-562.762390,-1.572401,18.314856,98.125000
-37.418766,-563.373535,-1.566583,18.332584,98.158000
-37.419945,-563.985352,-1.562170,18.350105,98.191000
-37.417839,-564.597534,-1.557928,18.361723,98.224000
-37.410229,-565.209656,-1.552109,18.363270,98.257000
-37.400742,-565.821655,-1.546460,18.362896,98.290000
-37.387428,-566.433167,-1.540409,18.352129,98.323000
-37.368885,-567.043823,-1.533026,18.330740,98.356000
-37.349495,-567.653625,-1.526810,18.304731,98.389000
-37.327038,-568.262146,-1.521212,18.270149,98.422000
-37.304459,-568.869446,-1.517740,18.228491,98.455000
-37.277992,-569.474976,-1.514407,18.180162,98.488000
-37.245186,-570.078125,-1.508960,18.122454,98.521000
-37.209557,-570.679138,-1.502867,18.063877,98.554000
-37.169571,-571.277771,-1.495777,18.001558,98.587000
-37.129086,-571.874451,-1.490014,17.939884,98.620000
-37.085205,-572.468872,-1.484607,17.878202,98.653000
-37.035732,-573.060669,-1.477904,17.815706,98.686000
-36.984871,-573.650513,-1.471991,17.758108,98.719000
-36.930157,-574.238220,-1.466028,17.703926,98.752000
-36.874912,-574.824341,-1.461724,17.655275,98.785000
-36.815525,-575.408569,-1.457325,17.611311,98.818000
-36.754627,-575.991394,-1.453757,17.573948,98.851000
-36.688835,-576.572571,-1.449155,17.540199,98.884000
-36.616341,-577.151733,-1.441846,17.506905,98.917000
-36.541248,-577.729797,-1.434046,17.486881,98.950000
-36.462185,-578.306824,-1.425850,17.470610,98.983000
-36.383419,-578.883667,-1.420021,17.461157,99.016000
-36.301449,-579.459900,-1.415251,17.455370,99.049000
-36.213497,-580.034973,-1.409284,17.447914,99.082000
-36.123470,-580.609619,-1.403780,17.446934,99.115000
-36.028912,-581.183411,-1.397706,17.442989,99.148000
-35.933243,-581.756958,-1.392809,17.442116,99.181000
-35.833218,-582.329651,-1.387599,17.438219,99.214000
-35.726868,-582.900757,-1.380363,17.430288,99.247000
-35.618389,-583.471558,-1.373321,17.433493,99.280000
-35.505840,-584.041687,-1.366090,17.439470,99.313000
-35.393028,-584.612427,-1.360953,17.453936,99.346000
-35.276321,-585.183044,-1.356322,17.472763,99.379000
-35.158340,-585.754272,-1.353152,17.498709,99.412000
-35.035252,-586.325195,-1.349182,17.524435,99.445000
-34.905102,-586.895203,-1.342401,17.546284,99.478000
-34.771526,-587.465576,-1.334705,17.583479,99.511000
-34.633324,-588.036072,-1.326180,17.620319,99.544000
-34.494747,-588.608093,-1.319716,17.665115,99.577000
-34.352722,-589.180969,-1.314328,17.712379,99.610000
-34.204689,-589.753784,-1.307989,17.756985,99.643000
-34.054501,-590.327881,-1.302508,17.811365,99.676000
-33.899750,-590.902527,-1.296862,17.863729,99.709000
-33.743443,-591.478882,-1.292566,17.922523,99.742000
-33.582405,-592.055786,-1.287999,17.978998,99.775000
-33.414696,-592.632507,-1.281348,18.030287,99.808000
-33.243919,-593.210388,-1.274530,18.094210,99.841000
-33.068523,-593.789001,-1.267280,18.155107,99.874000
-32.892086,-594.369751,-1.261884,18.221664,99.907000
-32.711578,-594.951538,-1.257098,18.288002,99.940000
-32.524738,-595.533386,-1.250958,18.349150,99.973000
-32.335056,-596.116760,-1.245177,18.420227,100.006000
-32.140541,-596.700928,-1.239001,18.487190,100.039000
-31.939737,-597.285095,-1.231288,18.550337,100.072000
-31.736612,-597.871033,-1.224466,18.624195,100.105000
-31.529287,-598.458008,-1.218120,18.695723,100.138000
-31.320763,-599.047424,-1.214016,18.769566,100.171000
-31.107689,-599.637695,-1.210362,18.843019,100.204000
-30.887783,-600.227722,-1.204893,18.908869,100.237000
-30.664045,-600.818909,-1.198960,18.985044,100.270000
-30.435020,-601.410583,-1.192088,19.055977,100.303000
-30.199659,-602.002197,-1.183566,19.123648,100.336000
-29.962021,-602.595642,-1.176152,19.202103,100.369000
-29.720453,-603.190369,-1.169708,19.278860,100.402000
-29.477802,-603.787659,-1.165972,19.355589,100.435000
-29.230631,-604.385803,-1.162997,19.433531,100.468000
-28.976505,-604.983398,-1.158259,19.502859,100.501000
-28.718063,-605.581970,-1.152762,19.581356,100.534000
-28.453991,-606.180664,-1.145980,19.653727,100.567000
-28.183390,-606.778870,-1.137292,19.722586,100.600000
-27.910118,-607.378845,-1.129466,19.803236,100.633000
-27.632874,-607.979980,-1.122628,19.881903,100.666000
-27.350101,-608.581299,-1.115759,19.957685,100.699000
-27.065248,-609.184753,-1.110891,20.037582,100.732000
-26.775818,-609.788940,-1.106786,20.116488,100.765000
-26.479906,-610.392578,-1.101531,20.189413,100.798000
-26.180246,-610.997375,-1.096421,20.270308,100.831000
-25.875345,-611.602356,-1.090779,20.346197,100.864000
-25.564089,-612.206665,-1.083624,20.417736,100.897000
-25.249687,-612.812378,-1.077107,20.498865,100.930000
-24.930826,-613.418823,-1.071045,20.577219,100.963000
-24.606186,-614.025024,-1.064439,20.652172,100.996000
-24.278904,-614.632935,-1.059257,20.732996,101.029000
-23.947073,-615.241333,-1.054671,20.811691,101.062000
-23.609035,-615.849060,-1.049105,20.885189,101.095000
-23.267473,-616.457947,-1.044017,20.966032,101.128000
-22.920876,-617.066956,-1.038725,21.042559,101.161000
-22.568047,-617.674988,-1.032124,21.114515,101.194000
-22.208742,-618.281799,-1.023824,21.184004,101.227000
-21.846361,-618.890076,-1.016432,21.263906,101.260000
-21.479990,-619.498962,-1.010205,21.342319,101.293000
-21.108301,-620.107666,-1.004221,21.418377,101.326000
-20.734047,-620.718079,-1.000151,21.497707,101.359000
-20.355101,-621.328674,-0.996747,21.575739,101.392000
-19.969748,-621.937866,-0.992099,21.647404,101.425000
-19.580156,-622.547485,-0.987231,21.726183,101.458000
-19.185223,-623.156494,-0.981600,21.799961,101.491000
-18.784103,-623.764221,-0.974446,21.869894,101.524000
-18.376738,-624.370483,-0.965699,21.938564,101.557000
-17.966475,-624.977966,-0.958175,22.016819,101.590000
-17.552525,-625.586243,-0.952276,22.094292,101.623000
-17.133501,-626.194153,-0.946993,22.169287,101.656000
-16.711798,-626.803284,-0.943671,22.243483,101.689000
-16.285404,-627.411926,-0.940838,22.310419,101.722000
-15.852872,-628.018311,-0.936514,22.362902,101.755000
-15.414019,-628.621521,-0.929723,22.400686,101.788000
-14.971461,-629.223450,-0.922266,22.436937,101.821000
-14.525192,-629.823608,-0.914715,22.459206,101.854000
-14.075065,-630.421326,-0.907083,22.467434,101.887000
-13.621274,-631.016052,-0.899449,22.461727,101.920000
-13.167260,-631.610168,-0.894339,22.443861,101.953000
-12.711631,-632.201965,-0.891080,22.414980,101.986000
-12.252603,-632.789368,-0.887616,22.374678,102.019000
-11.789573,-633.371277,-0.882476,22.322905,102.052000
-11.324955,-633.949585,-0.876959,22.267134,102.085000
-10.858177,-634.523560,-0.870980,22.207129,102.118000
-10.388678,-635.092773,-0.864107,22.144878,102.151000
-9.916433,-635.656921,-0.856350,22.083218,102.184000
-9.444492,-636.219177,-0.850373,22.026377,102.217000
-8.971642,-636.778625,-0.846101,21.976021,102.250000
-8.496156,-637.333984,-0.842079,21.932764,102.283000
-8.017148,-637.884583,-0.837091,21.894634,102.316000
-7.536708,-638.432678,-0.832514,21.865166,102.349000
-7.053833,-638.977661,-0.827984,21.841694,102.382000
-6.567591,-639.518677,-0.822646,21.822718,102.415000
-6.080066,-640.058167,-0.818136,21.812002,102.448000
-5.590090,-640.595215,-0.814010,21.806093,102.481000
-5.096574,-641.128845,-0.809203,21.803356,102.514000
-4.599153,-641.658691,-0.803144,21.803558,102.547000
-4.100093,-642.187500,-0.797797,21.812475,102.580000
-3.598562,-642.714600,-0.793147,21.824751,102.613000
-3.093573,-643.238953,-0.788343,21.839478,102.646000
-2.587010,-643.762817,-0.784812,21.860176,102.679000
-2.077475,-644.284912,-0.781674,21.883101,102.712000
-1.563806,-644.803833,-0.777512,21.906042,102.745000
-1.045678,-645.319214,-0.771614,21.929325,102.778000
-0.525145,-645.833679,-0.765845,21.961576,102.811000
-0.001711,-646.346802,-0.760495,21.995230,102.844000
0.525307,-646.857971,-0.755118,22.030165,102.877000
1.053947,-647.369385,-0.751420,22.069269,102.910000
1.585566,-647.879700,-0.748593,22.109758,102.943000
2.121394,-648.387268,-0.745031,22.146906,102.976000
2.661774,-648.891418,-0.739778,22.179316,103.009000
3.204780,-649.394409,-0.734402,22.214899,103.042000
3.750741,-649.895813,-0.729082,22.245012,103.075000
4.300052,-650.394653,-0.723437,22.268921,103.108000
4.850549,-650.893250,-0.719321,22.289120,103.141000
5.403203,-651.390259,-0.716147,22.302542,103.174000
5.959000,-651.883850,-0.712450,22.306814,103.207000
6.518170,-652.373291,-0.707294,22.301704,103.240000
7.078688,-652.860718,-0.702241,22.293373,103.273000
7.640916,-653.345520,-0.697318,22.277998,103.306000
8.205313,-653.826599,-0.691981,22.256298,103.339000
8.771934,-654.303650,-0.685960,22.229570,103.372000
9.338575,-654.779419,-0.681312,22.201189,103.405000
9.906091,-655.252686,-0.677738,22.171303,103.438000
10.475533,-655.721924,-0.673966,22.140131,103.471000
11.047347,-656.186523,-0.669072,22.108034,103.504000
11.619802,-656.648987,-0.664553,22.079790,103.537000
12.193627,-657.108337,-0.660214,22.054430,103.570000
12.769582,-657.563904,-0.655309,22.032099,103.603000
13.347955,-658.015198,-0.649467,22.013639,103.636000
13.926930,-658.465393,-0.644679,22.003004,103.669000
14.507381,-658.913513,-0.640799,21.997681,103.702000
15.090297,-659.358276,-0.636777,21.996206,103.735000
15.674362,-659.801880,-0.633726,22.001083,103.768000
16.260719,-660.242859,-0.630741,22.009081,103.801000
16.850245,-660.680054,-0.626550,22.018393,103.834000
17.443167,-661.113098,-0.620614,22.029472,103.867000
18.037828,-661.544800,-0.614894,22.049438,103.900000
18.634628,-661.974976,-0.609784,22.071596,103.933000
19.234144,-662.402649,-0.604846,22.094877,103.966000
19.836721,-662.827271,-0.599583,22.117945,103.999000
20.440718,-663.251404,-0.595678,22.143581,104.032000
21.047035,-663.673706,-0.592503,22.167795,104.065000
21.656502,-664.092590,-0.588679,22.187744,104.098000
22.269304,-664.507263,-0.583381,22.202677,104.131000
22.883833,-664.920288,-0.578242,22.219177,104.164000
23.500402,-665.331055,-0.573350,22.230875,104.197000
24.119387,-665.738647,-0.568162,22.237429,104.230000
24.740828,-666.142395,-0.562357,22.238874,104.263000
25.362928,-666.545227,-0.557883,22.238491,104.296000
25.986340,-666.945862,-0.554385,22.233940,104.329000
26.611786,-667.342651,-0.550595,22.224300,104.362000
27.237978,-667.737671,-0.547484,22.212769,104.395000
27.865671,-668.129211,-0.544187,22.197441,104.428000
28.495419,-668.516052,-0.539562,22.177917,104.461000
29.127258,-668.897949,-0.533201,22.155796,104.494000
29.759541,-669.277954,-0.527252,22.137066,104.527000
30.392595,-669.655701,-0.522136,22.118879,104.560000
31.027000,-670.030090,-0.517316,22.101662,104.593000
31.663099,-670.400452,-0.512227,22.085680,104.626000
32.299530,-670.769653,-0.508492,22.073704,104.659000
32.937210,-671.136108,-0.505411,22.064789,104.692000
33.576988,-671.498352,-0.501592,22.057297,104.725000
34.219158,-671.855713,-0.496228,22.051044,104.758000
34.862476,-672.211243,-0.491007,22.052362,104.791000
35.507397,-672.564148,-0.486059,22.056433,104.824000
36.154423,-672.913574,-0.480863,22.062714,104.857000
36.803768,-673.259216,-0.475090,22.070898,104.890000
37.454090,-673.604126,-0.470679,22.084169,104.923000
38.106113,-673.946838,-0.467233,22.099134,104.956000
38.760574,-674.285950,-0.463448,22.113476,104.989000
39.416485,-674.623474,-0.460283,22.130835,105.022000
40.074524,-674.957947,-0.456892,22.146099,105.055000
40.735142,-675.287903,-0.452151,22.157862,105.088000
41.398335,-675.613159,-0.445665,22.166794,105.121000
42.062759,-675.937012,-0.439601,22.179668,105.154000
42.728611,-676.258728,-0.434373,22.189980,105.187000
43.396290,-676.577332,-0.429431,22.197229,105.220000
44.064564,-676.895203,-0.426273,22.202902,105.253000
44.734257,-677.210510,-0.423806,22.206018,105.286000
45.405991,-677.520935,-0.420280,22.203560,105.319000
46.079834,-677.825928,-0.414738,22.195585,105.352000
46.754612,-678.128357,-0.408852,22.190117,105.385000
47.430496,-678.427612,-0.402982,22.182072,105.418000
48.107685,-678.723206,-0.396911,22.171936,105.451000
48.786255,-679.014648,-0.390467,22.160116,105.484000
49.464897,-679.305237,-0.385826,22.149401,105.517000
50.144306,-679.593262,-0.382435,22.139198,105.550000
50.825199,-679.876709,-0.378667,22.127798,105.583000
51.506741,-680.157898,-0.375381,22.118944,105.616000
52.189564,-680.434998,-0.371611,22.109493,105.649000
52.874077,-680.706787,-0.366214,22.098618,105.682000
53.560307,-680.972900,-0.358859,22.087910,105.715000
54.247192,-681.237244,-0.351985,22.085018,105.748000
54.935047,-681.499146,-0.346125,22.084169,105.781000
55.624325,-681.757507,-0.340713,22.085047,105.814000
56.314114,-682.015198,-0.337367,22.088989,105.847000
57.005287,-682.269836,-0.334814,22.095375,105.880000
57.698452,-682.519043,-0.331091,22.099762,105.913000
58.393719,-682.762146,-0.325129,22.101624,105.946000
59.090302,-683.002502,-0.318629,22.111057,105.979000
59.788387,-683.239258,-0.311991,22.120335,106.012000
60.488171,-683.472046,-0.305066,22.129362,106.045000
61.189682,-683.700378,-0.297840,22.138063,106.078000
61.891865,-683.928284,-0.292745,22.148767,106.111000
62.595284,-684.153748,-0.289237,22.159920,106.144000
63.300438,-684.374512,-0.285492,22.167885,106.177000
64.007423,-684.589233,-0.280188,22.170933,106.210000
64.715500,-684.801025,-0.274729,22.177446,106.243000
65.424858,-685.008789,-0.268976,22.180584,106.276000
66.135620,-685.211731,-0.262343,22.180346,106.309000
